GADE,Game,Platform,Hours,Narcissism,Gender,Work,Degree,GAD_T,SWL_T,SPIN_T
Not difficult at all,Other,"Console (PS, Xbox, ...)",10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,29,2.0
Somewhat difficult,League of Legends,PC,50.0,2.0,Male,Student at college / university,High school diploma (or equivalent),7,24,35.0
Somewhat difficult,League of Legends,PC,6.0,3.0,Male,Student at school,High school diploma (or equivalent),3,35,5.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,8,19.0
Not difficult at all,League of Legends,PC,15.0,1.0,Male,Employed,Bachelor (or equivalent),3,25,27.0
Not difficult at all,League of Legends,PC,30.0,4.0,Male,Employed,High school diploma (or equivalent),3,14,6.0
Very difficult,League of Legends,PC,12.0,1.0,Male,Student at college / university,,7,6,20.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),11,23,10.0
Not difficult at all,Guild Wars 2,PC,70.0,1.0,Male,Employed,Bachelor (or equivalent),2,24,9.0
Extremely difficult,Skyrim,PC,24.0,3.0,Male,Employed,Bachelor (or equivalent),7,14,16.0
Not difficult at all,League of Legends,PC,15.0,2.0,Male,Student at college / university,,2,18,25.0
Somewhat difficult,League of Legends,PC,40.0,2.0,Male,Employed,High school diploma (or equivalent),8,23,
Not difficult at all,League of Legends,PC,50.0,2.0,Female,Student at college / university,Bachelor (or equivalent),0,19,14.0
Somewhat difficult,League of Legends,PC,72.0,2.0,Male,Unemployed / between jobs,High school diploma (or equivalent),10,12,36.0
Not difficult at all,League of Legends,PC,40.0,4.0,Male,Student at school,High school diploma (or equivalent),1,32,32.0
Not difficult at all,League of Legends,PC,13.0,3.0,Male,Student at college / university,High school diploma (or equivalent),7,28,10.0
Not difficult at all,Starcraft 2,PC,28.0,2.0,Male,Student at college / university,,0,35,30.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at school,,2,30,17.0
Somewhat difficult,Guild Wars 2,PC,60.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),8,5,19.0
Not difficult at all,League of Legends,PC,8.0,5.0,Male,Student at college / university,High school diploma (or equivalent),3,20,5.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at school,High school diploma (or equivalent),4,19,3.0
Somewhat difficult,Counter Strike,PC,6.0,1.0,Male,Student at school,High school diploma (or equivalent),4,8,24.0
Not difficult at all,League of Legends,PC,30.0,4.0,Male,Student at college / university,High school diploma (or equivalent),2,23,20.0
Somewhat difficult,League of Legends,PC,30.0,1.0,Male,Student at school,,1,16,
Somewhat difficult,League of Legends,PC,12.0,2.0,Male,Student at school,,8,12,42.0
Extremely difficult,League of Legends,PC,25.0,5.0,Male,Student at school,High school diploma (or equivalent),9,17,36.0
,League of Legends,PC,10.0,2.0,Male,Employed,Bachelor (or equivalent),0,25,4.0
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at college / university,Master (or equivalent),6,17,17.0
Somewhat difficult,League of Legends,PC,5.0,2.0,Male,Student at college / university,Bachelor (or equivalent),2,19,23.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at college / university,High school diploma (or equivalent),3,12,19.0
Somewhat difficult,League of Legends,PC,20.0,1.0,Male,Student at school,,3,14,33.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,Bachelor (or equivalent),6,8,23.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),0,28,4.0
Somewhat difficult,League of Legends,PC,55.0,5.0,Male,Student at school,,3,30,7.0
Not difficult at all,Other,PC,2.0,4.0,Male,Student at school,,0,17,12.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Unemployed / between jobs,Bachelor (or equivalent),2,10,12.0
Somewhat difficult,League of Legends,PC,70.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),9,22,34.0
Not difficult at all,Counter Strike,PC,10.0,3.0,Female,Student at college / university,Bachelor (or equivalent),3,26,6.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,,Bachelor (or equivalent),1,32,7.0
Not difficult at all,World of Warcraft,PC,20.0,1.0,Male,Employed,Bachelor (or equivalent),1,27,21.0
Not difficult at all,League of Legends,PC,12.0,2.0,Male,Student at college / university,Bachelor (or equivalent),2,19,35.0
Not difficult at all,Other,PC,21.0,3.0,Male,Unemployed / between jobs,High school diploma (or equivalent),3,17,0.0
Not difficult at all,League of Legends,PC,7.0,3.0,Male,Student at school,,2,9,32.0
Very difficult,League of Legends,PC,25.0,3.0,Male,Student at college / university,High school diploma (or equivalent),10,11,48.0
Very difficult,Other,PC,40.0,1.0,Male,Unemployed / between jobs,,14,5,0.0
Somewhat difficult,League of Legends,PC,18.0,3.0,Male,Unemployed / between jobs,High school diploma (or equivalent),7,21,8.0
Not difficult at all,World of Warcraft,PC,45.0,1.0,Male,Student at college / university,Bachelor (or equivalent),3,29,10.0
Not difficult at all,League of Legends,PC,10.0,3.0,Male,Student at college / university,High school diploma (or equivalent),0,25,14.0
Somewhat difficult,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,10,28.0
Somewhat difficult,Starcraft 2,PC,10.0,2.0,Male,Student at college / university,Master (or equivalent),7,19,3.0
Not difficult at all,League of Legends,PC,35.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,22,
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,27,9.0
Extremely difficult,Other,PC,40.0,1.0,Male,Student at college / university,High school diploma (or equivalent),16,5,34.0
Extremely difficult,League of Legends,PC,15.0,5.0,Male,Unemployed / between jobs,High school diploma (or equivalent),21,11,30.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Employed,,3,16,13.0
Somewhat difficult,Other,PC,17.0,2.0,Male,Student at college / university,High school diploma (or equivalent),9,23,21.0
Very difficult,League of Legends,PC,20.0,4.0,Male,Student at school,,21,18,15.0
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at school,,11,16,28.0
Extremely difficult,League of Legends,PC,15.0,1.0,Male,Student at school,High school diploma (or equivalent),18,8,38.0
Not difficult at all,Starcraft 2,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,24,9.0
Somewhat difficult,Counter Strike,PC,30.0,2.0,Male,Student at school,,6,13,15.0
Not difficult at all,Other,PC,30.0,3.0,Male,Student at college / university,Master (or equivalent),1,26,11.0
Not difficult at all,League of Legends,PC,15.0,4.0,Male,Student at college / university,,20,18,20.0
Very difficult,League of Legends,PC,15.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,18,11.0
Extremely difficult,League of Legends,PC,25.0,2.0,Male,Unemployed / between jobs,,9,5,40.0
Not difficult at all,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,15,10.0
Not difficult at all,League of Legends,PC,36.0,5.0,Male,Student at college / university,Bachelor (or equivalent),0,30,4.0
Not difficult at all,Other,PC,35.0,4.0,Male,Employed,High school diploma (or equivalent),3,24,0.0
Somewhat difficult,League of Legends,PC,4.0,1.0,Male,Student at school,High school diploma (or equivalent),3,25,4.0
Somewhat difficult,League of Legends,PC,80.0,5.0,Male,Student at college / university,High school diploma (or equivalent),14,7,58.0
Not difficult at all,League of Legends,PC,25.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,14,17.0
Not difficult at all,League of Legends,PC,25.0,2.0,Male,Student at college / university,High school diploma (or equivalent),10,26,23.0
Somewhat difficult,Other,PC,10.0,3.0,Female,Employed,Bachelor (or equivalent),10,20,33.0
Somewhat difficult,Counter Strike,PC,50.0,2.0,Male,Employed,High school diploma (or equivalent),4,15,22.0
Not difficult at all,Other,"Console (PS, Xbox, ...)",20.0,2.0,Male,Employed,Bachelor (or equivalent),5,20,36.0
Very difficult,League of Legends,PC,15.0,3.0,Male,Student at college / university,High school diploma (or equivalent),1,31,5.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at school,High school diploma (or equivalent),4,21,31.0
Not difficult at all,League of Legends,PC,12.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,20,6.0
Somewhat difficult,League of Legends,PC,30.0,2.0,Male,Employed,"Ph.D., Psy. D., MD (or equivalent)",9,30,9.0
Not difficult at all,League of Legends,PC,21.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,14,20.0
Not difficult at all,Hearthstone,PC,28.0,,Male,Employed,High school diploma (or equivalent),2,23,18.0
Somewhat difficult,League of Legends,PC,4.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,18,3.0
Very difficult,League of Legends,PC,20.0,4.0,Male,Student at school,,9,14,19.0
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Employed,High school diploma (or equivalent),3,17,21.0
,Other,PC,30.0,2.0,Male,Student at school,,4,21,11.0
Not difficult at all,League of Legends,PC,15.0,1.0,Male,Employed,Bachelor (or equivalent),0,26,15.0
Somewhat difficult,Diablo 3,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,32,21.0
Somewhat difficult,Starcraft 2,PC,7.0,2.0,Male,Student at school,High school diploma (or equivalent),1,14,13.0
Not difficult at all,League of Legends,PC,,1.0,Male,Student at college / university,High school diploma (or equivalent),2,25,8.0
Not difficult at all,League of Legends,PC,40.0,1.0,Male,Employed,High school diploma (or equivalent),4,25,23.0
Somewhat difficult,League of Legends,PC,30.0,3.0,Male,Student at college / university,High school diploma (or equivalent),5,16,19.0
Not difficult at all,League of Legends,PC,14.0,5.0,Male,Unemployed / between jobs,Bachelor (or equivalent),1,17,5.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Female,Student at school,,6,26,20.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at school,High school diploma (or equivalent),6,24,5.0
Not difficult at all,League of Legends,PC,20.0,1.0,Female,Student at college / university,Bachelor (or equivalent),4,27,15.0
Not difficult at all,League of Legends,PC,14.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,18,21.0
Somewhat difficult,League of Legends,PC,14.0,1.0,Male,Employed,Bachelor (or equivalent),8,12,43.0
Not difficult at all,League of Legends,PC,18.0,1.0,Male,Employed,High school diploma (or equivalent),0,20,15.0
Somewhat difficult,League of Legends,PC,60.0,2.0,Male,Unemployed / between jobs,,10,17,10.0
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),8,15,18.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,Bachelor (or equivalent),2,25,9.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Employed,Bachelor (or equivalent),2,13,
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,24,22.0
Not difficult at all,League of Legends,PC,5.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,24,19.0
Not difficult at all,League of Legends,PC,3.0,2.0,Male,Student at school,High school diploma (or equivalent),2,28,16.0
Somewhat difficult,League of Legends,PC,8.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,25,19.0
Not difficult at all,League of Legends,PC,25.0,2.0,Male,Student at college / university,High school diploma (or equivalent),0,27,5.0
Somewhat difficult,League of Legends,PC,13.0,2.0,Male,Student at college / university,High school diploma (or equivalent),11,29,33.0
Not difficult at all,League of Legends,PC,6.0,1.0,Male,Student at college / university,Bachelor (or equivalent),1,30,12.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at school,High school diploma (or equivalent),0,25,8.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at school,High school diploma (or equivalent),13,8,7.0
Not difficult at all,Other,PC,8.0,4.0,Male,Student at college / university,High school diploma (or equivalent),2,18,7.0
Somewhat difficult,Counter Strike,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),7,14,37.0
Somewhat difficult,Other,"Console (PS, Xbox, ...)",30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,27,32.0
Not difficult at all,Other,PC,18.0,2.0,Male,Student at college / university,Bachelor (or equivalent),0,22,19.0
Somewhat difficult,League of Legends,"Console (PS, Xbox, ...)",16.0,2.0,Male,Student at school,,8,16,38.0
Not difficult at all,League of Legends,PC,10.0,2.0,Male,Employed,Master (or equivalent),5,23,
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at school,High school diploma (or equivalent),7,21,0.0
Not difficult at all,Other,"Console (PS, Xbox, ...)",10.0,2.0,Male,Student at college / university,Master (or equivalent),1,27,5.0
Somewhat difficult,League of Legends,PC,10.0,1.0,Female,Employed,Bachelor (or equivalent),8,23,54.0
Not difficult at all,League of Legends,PC,8.0,2.0,Male,Employed,High school diploma (or equivalent),3,13,20.0
Not difficult at all,League of Legends,PC,40.0,3.0,Male,Student at college / university,High school diploma (or equivalent),5,16,11.0
Not difficult at all,League of Legends,PC,16.0,2.0,Male,Employed,High school diploma (or equivalent),0,18,10.0
Somewhat difficult,Other,PC,14.0,1.0,Male,Employed,Master (or equivalent),5,21,11.0
Somewhat difficult,League of Legends,PC,12.0,1.0,Female,Employed,Bachelor (or equivalent),14,23,19.0
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Employed,Master (or equivalent),7,18,33.0
Somewhat difficult,League of Legends,PC,50.0,2.0,Male,Student at school,High school diploma (or equivalent),13,12,42.0
